row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
606,a98bb7aa,27,9/1/2022,1/1/2024,1/1/2023,2,0,12,16,0,1,8,12,2,2,14,18,17,1337781,170363,0,136
607,6d1a5987,44,1/1/2021,5/1/2023,1/1/2023,2,6,3,16,4,6,9,20,5,6,12,23,20,1877520,274889,69,0
608,35dd02c7,23,9/1/2021,6/1/2023,1/1/2023,0,1,18,24,0,6,6,19,1,7,9,17,33,1195293,309893,17,264
609,7827b6dc,25,10/1/2022,5/1/2023,1/1/2023,0,4,12,20,1,4,8,16,3,7,9,19,0,0,630633,76,26
610,e0d2e878,36,11/1/2022,9/1/2023,1/1/2023,1,6,18,28,0,4,4,18,2,7,4,13,37,112998,27215,13,296
611,de9a845f,43,6/1/2020,4/1/2022,1/1/2023,2,3,20,28,1,5,7,17,2,9,11,22,32,1297504,208750,88,224
612,bee6f560,32,5/1/2019,4/1/2022,1/1/2023,2,4,4,14,4,5,8,18,6,8,9,23,19,1515117,279229,92,114
613,a26f3975,47,3/1/2021,9/1/2023,1/1/2023,2,4,11,20,3,3,9,18,4,4,12,20,29,2514097,725413,60,116
614,5e002d6b,45,12/1/2019,9/1/2022,1/1/2023,0,4,5,14,1,0,1,13,1,3,7,11,23,217120,51353,11,138
615,fb5f3b17,55,8/1/2022,1/1/2024,1/1/2023,3,5,5,17,1,3,9,15,1,4,14,19,26,1401530,207894,76,182
616,c766025d,40,10/1/2019,8/1/2023,1/1/2023,0,2,8,12,0,5,5,11,0,8,11,19,15,1298325,330646,38,0
617,c2893bda,33,2/1/2022,7/1/2023,1/1/2023,1,5,18,26,0,4,4,17,1,8,10,19,35,2331490,451516,0,35
618,a024a368,57,9/1/2021,2/1/2022,1/1/2023,3,3,17,24,2,2,3,10,3,3,3,9,26,1002664,119821,18,52
619,6475a0ed,25,10/1/2019,3/1/2023,1/1/2023,0,1,11,14,3,4,4,13,4,7,4,15,18,1741554,522315,0,36
620,d4e550ef,49,3/1/2022,9/1/2023,1/1/2023,2,2,2,7,0,4,8,13,2,8,9,19,11,642829,176523,57,88
621,300ddfbc,28,10/1/2019,7/1/2023,1/1/2023,2,4,2,10,0,3,9,13,2,5,12,19,12,205524,58659,38,48
622,ba63f82c,34,6/1/2022,11/1/2023,1/1/2023,3,5,14,25,1,6,6,19,3,10,7,20,29,559294,127898,60,0
623,868cd194,51,5/1/2021,10/1/2022,1/1/2023,3,3,18,29,0,2,6,26,2,6,10,18,30,2127960,425993,36,60
624,196a3da0,32,4/1/2019,4/1/2022,1/1/2023,1,6,5,16,2,6,4,15,4,10,5,19,25,662125,184462,0,125
625,55c823e7,40,12/1/2021,5/1/2023,1/1/2023,3,0,19,25,3,6,9,19,4,7,9,20,0,0,794664,60,64
626,df0aaa8d,53,5/1/2021,10/1/2023,1/1/2023,3,4,18,28,4,2,9,20,5,4,11,20,34,795838,151292,0,136
627,47c3bcc3,58,3/1/2022,11/1/2022,1/1/2023,2,4,0,10,1,6,7,15,3,9,7,19,17,995401,141041,57,119
628,012a3553,25,5/1/2019,10/1/2023,1/1/2023,2,5,0,8,3,4,4,12,5,4,10,19,9,254052,35626,0,54
629,b119ccc5,56,6/1/2019,11/1/2022,1/1/2023,2,5,8,18,4,0,5,15,6,0,6,12,24,2301168,511791,36,72
630,0439a5fc,41,3/1/2021,5/1/2022,1/1/2023,0,3,11,18,4,0,1,13,4,4,7,15,20,1106880,329664,60,120
631,44303003,33,6/1/2019,12/1/2023,1/1/2023,1,4,6,14,2,4,5,12,3,8,11,22,21,942627,179915,66,105
632,e0d06535,47,12/1/2020,12/1/2023,1/1/2023,0,1,15,21,4,1,7,14,4,1,10,15,30,209460,50126,30,240
633,1b6476ac,37,12/1/2020,5/1/2022,1/1/2023,1,6,6,14,4,1,5,12,4,1,6,11,18,425736,124570,22,0
634,3.55E+05,60,5/1/2021,1/1/2023,1/1/2023,2,3,14,22,3,6,1,11,4,7,2,13,28,1159592,184661,0,168
635,29ab6f3f,25,2/1/2022,8/1/2023,1/1/2023,3,5,2,11,2,2,4,9,3,2,6,11,16,1518272,338716,11,128
636,4a0b5fa3,53,9/1/2022,10/1/2023,1/1/2023,0,1,0,3,3,5,8,17,4,9,9,22,9,48339,12738,0,36
637,54643ae7,32,12/1/2022,7/1/2023,1/1/2023,3,4,6,18,4,6,9,20,6,10,9,25,24,1276176,314224,50,216
638,8b5cd67d,32,8/1/2021,2/1/2023,1/1/2023,3,0,12,17,4,0,5,11,6,0,6,12,18,1224630,203708,36,72
639,3d00b9ca,21,8/1/2019,10/1/2023,1/1/2023,0,2,17,20,3,3,1,11,4,6,7,17,24,1748184,240390,68,192
640,27b10a36,54,6/1/2022,12/1/2023,1/1/2023,2,0,7,11,3,4,0,10,3,7,2,12,16,1268032,202141,48,16
641,c58e2412,40,8/1/2020,2/1/2023,1/1/2023,2,6,20,33,4,0,9,19,4,3,10,17,37,3060011,798475,0,0
642,03216cb4,53,11/1/2022,9/1/2023,1/1/2023,1,1,9,14,0,3,6,13,1,7,7,15,15,1125765,241808,0,0
643,f6747d56,59,3/1/2022,7/1/2022,1/1/2023,3,5,5,16,2,1,7,15,3,2,13,18,22,810986,120584,54,176
644,f44128d1,56,1/1/2021,3/1/2023,1/1/2023,2,3,15,23,3,0,9,15,5,3,15,23,29,1774046,313668,46,116
645,0599fb2d,39,5/1/2019,4/1/2024,1/1/2023,3,6,1,11,2,2,1,6,3,2,7,12,15,252345,49212,36,45
646,59f2fa1d,48,6/1/2022,11/1/2023,1/1/2023,1,5,14,23,3,1,6,21,5,2,12,19,28,1173396,229171,38,196
647,c32ae63f,40,4/1/2019,4/1/2023,1/1/2023,1,4,19,29,4,5,1,18,4,5,7,16,38,1282690,190688,32,38
648,8e04acc1,37,4/1/2021,1/1/2024,1/1/2023,2,2,3,12,0,6,4,11,2,10,10,22,14,69790,19705,66,14
649,ac9f7073,22,4/1/2021,8/1/2022,1/1/2023,2,2,4,11,1,1,9,12,3,5,10,18,14,568904,81066,36,70
650,e97ec0e0,35,12/1/2021,1/1/2023,1/1/2023,3,0,17,23,2,0,0,20,3,0,3,6,25,1114850,208987,18,100
651,8afae4e5,57,4/1/2022,1/1/2024,2/1/2023,2,6,9,22,3,0,3,18,5,4,8,17,28,2342144,330817,51,28
652,9c2e3be7,45,7/1/2022,7/1/2023,2/1/2023,1,4,9,17,3,0,0,10,4,1,4,9,25,1576150,442368,9,150
653,94427825,51,6/1/2019,10/1/2022,2/1/2023,0,3,0,7,4,3,3,11,5,4,9,18,16,1455696,291595,72,16
654,0a75b64a,34,2/1/2020,7/1/2023,2/1/2023,0,1,4,8,3,3,4,11,4,6,6,16,14,196784,38113,48,56
655,012a3553,25,5/1/2019,10/1/2023,2/1/2023,1,2,8,15,2,6,3,12,2,8,4,14,20,764140,196055,42,20
656,fbfad9de,59,8/1/2020,2/1/2022,2/1/2023,1,2,9,14,1,5,3,12,3,9,8,20,19,397119,56304,20,133
657,11edb733,60,1/1/2022,8/1/2022,2/1/2023,0,2,2,6,4,3,8,16,6,3,10,19,9,423018,101928,76,81
658,380bd7cc,21,6/1/2021,5/1/2022,2/1/2023,0,4,7,16,2,0,3,6,2,4,7,13,0,0,175440,52,168
659,9901c7de,52,9/1/2021,1/1/2023,2/1/2023,3,0,3,11,3,2,3,9,5,6,5,16,14,281652,64329,16,56
660,4b50ba06,41,5/1/2021,7/1/2022,2/1/2023,2,4,0,9,1,2,1,5,3,2,2,7,14,514724,95292,0,56
661,8450fe9e,35,2/1/2021,11/1/2022,2/1/2023,2,5,16,26,1,3,3,15,3,6,5,14,34,2207314,595070,14,0
662,1b99b648,29,8/1/2019,1/1/2022,2/1/2023,2,2,20,28,4,6,8,23,5,8,10,23,35,659085,124750,23,140
663,96471aab,21,2/1/2021,9/1/2022,2/1/2023,3,5,2,12,3,2,1,10,4,3,3,10,15,791775,157153,30,105
664,d189701f,54,3/1/2021,2/1/2024,2/1/2023,1,3,10,18,3,3,7,15,3,5,11,19,26,1515618,213723,19,52
665,44c6464f,59,11/1/2019,1/1/2024,2/1/2023,0,1,1,4,2,2,8,13,3,3,12,18,11,597465,119801,36,88
666,ff81f975,30,11/1/2020,4/1/2023,2/1/2023,1,3,18,26,1,2,0,18,2,6,4,12,29,2179205,371020,12,232
667,5e628af1,54,5/1/2022,12/1/2023,2/1/2023,3,0,4,11,3,4,9,17,5,7,14,26,19,1109847,324132,104,38
668,0b1d7054,28,9/1/2022,3/1/2024,2/1/2023,1,6,1,12,4,0,9,14,5,1,12,18,19,1726036,358630,54,38
669,2873d9d1,47,11/1/2019,4/1/2022,2/1/2023,3,0,13,17,2,1,2,14,2,3,5,10,22,1534610,175192,20,22
670,3cf0c354,27,7/1/2020,4/1/2022,2/1/2023,1,0,16,20,2,2,1,10,2,6,5,13,28,2209984,492042,39,56
671,c37c0096,51,7/1/2022,1/1/2024,2/1/2023,1,4,0,7,2,3,7,13,3,6,10,19,11,390456,91407,38,99
672,dbb83747,38,4/1/2019,2/1/2022,2/1/2023,0,0,3,5,3,0,9,13,5,1,13,19,7,35854,4583,57,7
673,cacadff9,50,1/1/2023,4/1/2023,2/1/2023,0,2,16,22,2,4,2,19,3,6,2,11,28,612248,69240,0,224
674,2296c882,52,11/1/2020,10/1/2022,2/1/2023,0,2,2,6,0,4,5,10,1,5,10,16,14,38108,7059,48,42
675,00d5bda3,48,8/1/2019,3/1/2023,2/1/2023,3,2,8,14,3,4,0,9,4,7,0,11,18,1567512,294100,44,18
676,56df72a9,43,4/1/2022,9/1/2023,2/1/2023,0,2,7,11,2,5,6,14,3,6,12,21,14,587076,125458,63,70
677,c823ce77,48,4/1/2022,2/1/2024,2/1/2023,3,0,17,25,4,1,4,12,4,2,4,10,31,1514195,428259,20,62
678,cc266f37,22,4/1/2021,1/1/2022,2/1/2023,3,4,17,29,2,2,6,11,4,4,10,18,38,2333048,463363,72,0
679,bdf1f1ff,43,11/1/2020,3/1/2024,2/1/2023,3,4,18,30,2,2,0,10,2,4,1,7,35,2172240,527782,0,70
680,f4315468,33,9/1/2021,6/1/2022,2/1/2023,0,2,2,8,4,5,4,14,4,7,8,19,9,175743,33943,19,81
681,70813884,60,12/1/2021,1/1/2024,2/1/2023,0,4,14,21,4,6,6,19,5,8,6,19,30,72240,17778,76,120
682,9e6b324e,23,3/1/2022,5/1/2023,2/1/2023,3,0,16,21,2,3,4,10,3,6,7,16,27,1179981,212963,0,189
683,e0d2e878,36,11/1/2022,9/1/2023,2/1/2023,2,2,19,28,4,2,9,19,6,2,15,23,33,2960166,372884,23,297
684,e73014ba,42,11/1/2021,1/1/2022,2/1/2023,1,3,10,19,0,4,6,12,1,7,7,15,26,326326,77624,0,208
685,207ecfc9,26,9/1/2021,10/1/2022,2/1/2023,3,0,0,7,1,2,8,12,3,6,9,18,10,351820,102629,0,60
686,70835cbd,43,4/1/2022,9/1/2023,2/1/2023,2,4,4,14,3,6,6,16,5,10,9,24,15,528180,80573,72,90
687,264728f9,44,6/1/2020,11/1/2023,2/1/2023,2,3,3,12,0,0,2,4,2,3,5,10,19,678338,90092,10,133
688,ad55bf27,48,11/1/2019,11/1/2023,2/1/2023,2,1,9,17,3,1,8,15,3,1,10,14,20,1390740,304773,42,60
689,7d88bca8,54,8/1/2019,4/1/2024,2/1/2023,3,5,9,21,4,4,7,18,5,4,12,21,29,2276645,642194,21,29
690,c698da4c,39,3/1/2022,10/1/2023,2/1/2023,2,6,6,15,0,2,4,7,2,2,4,8,16,894752,176018,24,80
691,ea08d6a6,21,5/1/2019,4/1/2024,2/1/2023,1,2,18,25,4,2,7,18,5,5,12,22,32,339520,93351,66,64
692,df6c6fee,47,10/1/2019,7/1/2023,2/1/2023,2,5,11,23,0,3,0,16,0,6,6,12,25,1449300,265774,12,125
693,bcb430e3,25,2/1/2022,7/1/2022,2/1/2023,3,5,6,19,0,6,1,13,1,9,2,12,22,1890108,561713,36,44
694,9e2e849a,25,2/1/2022,9/1/2023,2/1/2023,0,0,4,9,2,6,9,18,4,10,11,25,18,1404360,245143,100,126
695,ea8670e7,55,8/1/2021,1/1/2024,2/1/2023,3,5,8,19,0,3,8,15,0,4,11,15,26,1666132,313533,30,234
696,53826690,52,5/1/2019,1/1/2022,2/1/2023,2,2,5,13,4,6,4,15,5,9,4,18,14,658812,131311,36,70
697,953805f0,35,10/1/2021,10/1/2022,2/1/2023,1,3,7,15,4,1,3,14,5,4,9,18,18,786402,173831,0,72
698,4aa5bb82,58,7/1/2020,10/1/2023,2/1/2023,2,6,6,16,1,0,7,14,1,1,8,10,20,1465960,240181,10,100
699,34ffbdb5,29,11/1/2019,6/1/2022,2/1/2023,2,4,18,29,0,5,4,20,0,7,6,13,30,764130,123047,52,270
700,35998753,33,10/1/2019,9/1/2022,2/1/2023,3,2,1,7,4,2,9,16,4,6,9,19,8,613360,132187,19,16
701,5e060b04,32,5/1/2022,8/1/2023,2/1/2023,2,4,0,9,4,5,6,16,6,8,8,22,17,932297,193769,44,34
702,250d39cb,39,7/1/2019,10/1/2022,2/1/2023,2,4,5,13,4,2,9,16,4,5,13,22,21,1870239,248686,88,21
703,8b5cd67d,32,8/1/2021,2/1/2023,2/1/2023,2,1,15,19,3,5,0,14,3,5,4,12,24,932592,265078,12,192
704,afb9ab2c,23,5/1/2022,6/1/2022,2/1/2023,1,1,17,24,3,2,5,15,5,6,10,21,28,2450504,691210,84,28
705,c32ae63f,40,4/1/2019,4/1/2023,2/1/2023,3,3,4,12,3,5,8,17,5,8,13,26,16,1488864,390080,78,128
706,a199082b,60,10/1/2021,11/1/2022,2/1/2023,2,6,6,17,2,0,5,12,3,3,5,11,23,353487,46801,22,161
707,1ec9c089,55,6/1/2021,6/1/2022,2/1/2023,1,2,4,8,4,5,2,12,6,8,4,18,12,538524,141999,36,36
708,6c9d3c40,40,6/1/2020,3/1/2022,2/1/2023,3,5,0,13,1,5,9,16,3,9,11,23,14,334404,47358,23,98
709,fd62b30c,55,9/1/2022,3/1/2023,2/1/2023,0,1,8,11,2,6,7,16,4,10,11,25,0,0,141402,75,54
710,29ab6f3f,25,2/1/2022,8/1/2023,2/1/2023,0,0,5,10,3,3,4,11,4,6,10,20,17,1310360,279079,40,0
711,f96847e4,39,4/1/2020,1/1/2024,2/1/2023,2,5,20,31,1,4,1,9,1,4,7,12,34,706690,161693,12,68
712,b33fc6cb,26,8/1/2020,1/1/2024,2/1/2023,1,6,11,21,2,2,6,12,4,2,6,12,26,2464618,324819,48,130
713,6832d07e,25,7/1/2019,2/1/2024,2/1/2023,3,6,14,28,1,5,3,21,1,7,3,11,33,2520639,428396,11,198
714,4eb0e534,50,10/1/2020,4/1/2024,2/1/2023,3,3,10,20,0,6,1,17,2,8,2,12,26,2086682,405707,24,78
715,6f2f687a,20,11/1/2021,11/1/2023,2/1/2023,3,6,17,28,3,6,0,26,4,8,5,17,37,2930696,735374,34,296
716,c54b46f0,60,4/1/2020,11/1/2023,2/1/2023,2,0,1,5,3,5,5,14,5,7,9,21,11,832612,120905,0,99
717,ec18a7a2,58,6/1/2019,6/1/2022,2/1/2023,1,0,4,10,3,5,8,17,4,6,10,20,12,27216,3302,80,96
718,461a76aa,39,9/1/2019,6/1/2023,2/1/2023,3,1,2,11,1,6,3,11,1,9,9,19,18,1112220,261347,19,54
719,c8377e37,32,6/1/2022,1/1/2023,2/1/2023,1,1,15,20,0,1,5,15,2,2,5,9,24,2095440,211126,18,96
720,1e05b8c4,50,3/1/2020,2/1/2023,2/1/2023,1,6,13,24,3,4,8,22,3,6,10,19,33,1051314,303413,38,99
721,68deb531,35,11/1/2021,4/1/2022,2/1/2023,3,2,0,9,2,1,1,5,4,1,6,11,14,1055306,285671,33,14
722,e728588a,48,7/1/2019,6/1/2023,2/1/2023,2,3,19,26,0,1,0,3,2,5,1,8,32,2451296,440487,0,128
723,1c54ce8b,50,8/1/2019,11/1/2023,2/1/2023,2,4,5,12,3,2,5,11,3,6,11,20,19,1882254,498691,80,133
724,1a1279f8,53,2/1/2022,1/1/2024,2/1/2023,0,2,20,25,4,6,6,22,6,7,9,22,32,2118176,351388,22,288
725,8f4643ab,28,12/1/2021,11/1/2022,2/1/2023,1,3,0,9,4,4,5,14,4,5,5,14,13,628303,97191,42,117
726,c7627e42,53,3/1/2021,6/1/2023,2/1/2023,3,4,16,28,3,1,5,11,3,3,9,15,35,962815,259100,15,280
727,6aae1684,32,11/1/2019,8/1/2022,2/1/2023,2,3,0,10,2,2,8,13,2,6,9,17,14,1036280,187777,0,42
728,db520a0d,21,9/1/2019,1/1/2023,2/1/2023,3,2,12,22,2,5,2,20,2,5,2,9,24,2049216,349924,18,72
729,0439a5fc,41,3/1/2021,5/1/2022,2/1/2023,1,3,18,26,2,3,1,7,3,6,7,16,29,526669,135831,32,145
730,44303003,33,6/1/2019,12/1/2023,2/1/2023,0,5,17,26,3,3,3,20,3,7,6,16,34,784652,128509,48,102
731,885be06c,21,4/1/2021,1/1/2024,2/1/2023,0,5,10,16,3,5,8,17,4,7,13,24,18,662796,174215,0,162
732,8209b2a0,40,4/1/2022,6/1/2023,2/1/2023,3,0,10,17,1,4,0,6,1,5,3,9,23,1473817,162031,0,161
733,e4892740,36,4/1/2021,1/1/2022,2/1/2023,3,3,19,26,0,5,6,18,1,8,6,15,0,0,726896,45,252
734,ef328cab,39,11/1/2022,10/1/2023,2/1/2023,0,2,18,24,1,4,9,21,2,4,14,20,27,191889,23013,40,108
735,d94be574,55,9/1/2020,3/1/2023,2/1/2023,2,3,2,11,1,4,5,11,1,8,7,16,17,1493144,342820,32,85
736,1b6476ac,37,12/1/2020,5/1/2022,2/1/2023,2,0,18,21,1,2,2,18,2,3,5,10,0,0,42706,40,168
737,c766025d,40,10/1/2019,8/1/2023,2/1/2023,2,2,16,24,1,2,9,23,1,2,14,17,0,0,617790,17,90
738,6f0bb1b5,42,8/1/2020,12/1/2023,2/1/2023,0,0,14,16,4,1,3,10,5,1,6,12,17,39967,10901,0,17
739,6c207d2a,35,10/1/2020,8/1/2022,2/1/2023,2,3,18,24,4,3,4,23,4,3,8,15,29,1098810,328723,15,145
740,d3b44e44,43,4/1/2019,10/1/2023,2/1/2023,1,0,5,10,4,4,2,11,6,5,7,18,15,278475,41756,72,135
741,56edaaf5,52,11/1/2022,9/1/2023,2/1/2023,3,0,15,19,2,5,6,15,4,7,11,22,21,132741,28676,22,147
742,744b2429,31,3/1/2021,2/1/2024,2/1/2023,2,4,4,12,1,1,1,11,3,3,3,9,18,1027170,260333,0,36
743,b07c503c,52,5/1/2022,4/1/2024,2/1/2023,2,6,16,27,2,4,2,12,4,6,6,16,35,1008910,134938,0,105
744,f9e8393e,56,12/1/2019,1/1/2022,2/1/2023,3,2,5,14,3,0,7,13,3,2,7,12,21,1075536,257693,48,0
745,041aede5,47,4/1/2022,7/1/2023,2/1/2023,2,2,15,23,3,3,8,16,3,3,8,14,24,2336664,469010,56,48
746,6d1a5987,44,1/1/2021,5/1/2023,2/1/2023,0,6,12,19,1,1,6,16,3,2,12,17,26,2408432,612953,68,156
747,a2892004,48,10/1/2022,11/1/2023,2/1/2023,3,4,20,29,1,0,9,24,1,0,9,10,33,1647228,183411,30,132
748,79c98d49,39,8/1/2020,12/1/2023,2/1/2023,3,5,10,21,2,3,5,13,4,3,8,15,26,850538,105595,30,156
749,6c679551,33,8/1/2022,7/1/2023,2/1/2023,1,0,6,11,2,2,6,11,2,3,10,15,18,844272,141218,60,162
750,5ccac519,57,5/1/2019,5/1/2023,2/1/2023,3,5,0,10,0,6,3,10,0,8,4,12,0,0,296740,48,84
751,0f4c38b4,45,1/1/2021,3/1/2022,2/1/2023,1,2,0,4,4,3,2,10,5,6,7,18,7,307433,58476,18,28
752,4c33101d,45,9/1/2022,12/1/2022,2/1/2023,1,4,18,27,3,1,6,20,5,5,8,18,28,1073492,292149,36,28
753,d59044e1,38,12/1/2022,5/1/2023,2/1/2023,3,0,11,19,3,1,4,18,3,5,9,17,27,522882,122422,0,243
754,f5fbcc73,46,4/1/2019,1/1/2024,2/1/2023,3,5,15,27,0,3,6,25,0,5,6,11,32,561056,127018,0,256
755,293115df,56,11/1/2021,4/1/2022,2/1/2023,3,6,3,14,3,1,3,12,5,1,7,13,15,598680,142919,39,45
756,726d4dfd,44,12/1/2022,5/1/2023,2/1/2023,2,3,13,21,0,4,7,16,1,4,12,17,30,475650,124092,51,150
757,a09aba1d,50,4/1/2021,10/1/2023,2/1/2023,0,6,0,11,4,0,0,6,6,1,0,7,14,420000,43610,7,70
758,1b77fbd0,37,11/1/2020,10/1/2022,2/1/2023,2,3,5,12,0,4,5,10,1,8,6,15,17,1687369,456364,60,68
759,e6571109,44,11/1/2022,4/1/2024,2/1/2023,2,4,1,10,2,2,6,11,4,4,11,19,0,0,52290,19,99
760,3c53cbc1,47,2/1/2022,9/1/2022,2/1/2023,2,1,13,17,2,6,2,11,2,9,4,15,25,1343975,401404,60,25
761,572c0422,33,5/1/2019,1/1/2023,2/1/2023,2,3,17,27,0,0,0,14,0,2,4,6,35,1936340,386967,18,140
762,bca73883,30,10/1/2022,1/1/2024,2/1/2023,1,2,9,14,3,6,6,16,4,10,7,21,22,1734040,364590,84,198
763,9e301c4f,58,3/1/2020,2/1/2022,2/1/2023,0,2,7,13,2,6,8,17,2,9,8,19,22,121198,31168,57,132
764,54ca74d2,51,3/1/2021,3/1/2023,2/1/2023,2,2,11,18,3,5,7,16,5,7,7,19,21,670929,109332,57,21
765,071c1880,48,11/1/2019,2/1/2024,2/1/2023,1,6,17,29,0,2,2,21,0,6,3,9,0,0,773425,9,70
766,c2370af2,56,8/1/2021,6/1/2022,2/1/2023,3,2,19,29,4,2,2,24,4,6,4,14,32,1117888,118797,0,128
767,3fae68fe,36,3/1/2021,5/1/2022,2/1/2023,2,6,8,18,3,2,4,13,3,6,5,14,19,1473089,358283,14,57
768,26142387,29,12/1/2020,6/1/2022,2/1/2023,1,6,17,26,2,1,1,18,2,4,6,12,29,573736,141298,36,29
769,9d27a440,29,7/1/2021,7/1/2022,2/1/2023,3,2,18,25,2,2,0,14,2,6,2,10,32,1072128,244024,10,96
770,4a36c4e0,34,1/1/2023,3/1/2023,2/1/2023,2,3,19,26,3,3,2,17,3,3,6,12,33,158730,35177,48,165
771,d036ff5d,29,3/1/2020,8/1/2022,2/1/2023,0,4,11,17,0,6,5,16,2,9,10,21,25,1556200,173872,0,0
772,97d645e0,52,1/1/2022,12/1/2023,2/1/2023,1,0,9,14,1,3,8,13,3,4,12,19,21,1618596,330110,38,126
773,d1498ea3,40,11/1/2020,8/1/2022,2/1/2023,3,2,1,8,4,0,4,9,6,1,6,13,0,0,351836,52,112
774,4d953b7c,46,4/1/2020,5/1/2023,2/1/2023,1,1,8,12,0,1,2,9,1,4,4,9,17,660790,67028,9,0
775,d6d1f534,20,8/1/2019,5/1/2023,2/1/2023,0,4,19,28,4,5,1,18,5,7,2,14,29,2823498,606046,56,232
776,97eace3e,55,11/1/2022,4/1/2023,2/1/2023,0,3,10,17,0,5,8,16,0,8,8,16,21,132174,18664,0,105
777,ef67e31b,22,6/1/2020,5/1/2022,2/1/2023,0,2,20,26,1,6,1,20,3,6,1,10,27,2569617,658294,10,243
778,dcc03438,52,6/1/2021,4/1/2022,2/1/2023,2,4,5,14,1,6,2,12,1,8,8,17,23,164726,24552,51,161
779,196a3da0,32,4/1/2019,4/1/2022,2/1/2023,3,3,16,27,4,5,2,23,4,6,7,17,30,290760,32011,34,120
780,838ca2b3,22,5/1/2019,5/1/2023,2/1/2023,0,0,16,21,4,6,5,17,5,6,7,18,23,462783,111317,36,46
781,242ff816,59,11/1/2022,10/1/2023,2/1/2023,2,1,2,8,4,4,4,13,6,7,5,18,14,467656,73889,18,70
782,1630a967,45,11/1/2020,1/1/2022,2/1/2023,3,1,17,24,0,3,6,20,2,4,9,15,30,1461120,254931,60,60
783,e07699d8,51,11/1/2021,12/1/2023,2/1/2023,3,2,20,27,2,0,3,26,3,2,6,11,33,1370061,160976,33,264
784,3417b25d,23,4/1/2022,10/1/2023,2/1/2023,2,0,18,24,3,4,9,17,3,5,13,21,30,1280550,321474,0,120
785,a14ecd6f,60,11/1/2021,6/1/2023,2/1/2023,1,1,9,12,4,3,0,11,6,6,6,18,13,426504,74369,54,52
786,e9bfb25c,53,11/1/2019,3/1/2022,2/1/2023,3,0,19,24,1,4,2,22,1,5,5,11,32,180672,44358,44,256
787,b119ccc5,56,6/1/2019,11/1/2022,2/1/2023,0,5,0,6,0,1,1,4,2,3,6,11,11,22055,2289,22,99
788,eb601c15,29,9/1/2022,8/1/2023,2/1/2023,0,1,11,13,1,1,2,5,1,2,4,7,17,770236,89148,14,68
789,ad927b09,45,5/1/2019,5/1/2023,2/1/2023,2,2,17,23,4,5,3,13,4,5,5,14,31,1753143,396601,0,62
790,18f0e6f8,54,5/1/2019,11/1/2023,2/1/2023,2,5,14,25,2,4,2,17,3,5,3,11,28,1454656,216700,22,112
791,af45bd51,20,11/1/2019,10/1/2023,2/1/2023,1,4,12,21,4,2,7,16,5,5,8,18,27,38367,10590,36,54
792,39f484d0,20,10/1/2022,11/1/2023,2/1/2023,1,3,19,25,0,3,3,20,0,6,3,9,33,309045,92646,9,297
793,b1e0ad90,22,5/1/2020,12/1/2023,2/1/2023,0,4,1,7,0,4,2,7,1,6,3,10,8,175288,22472,30,8
794,65ca2c59,28,5/1/2019,5/1/2022,2/1/2023,0,2,10,15,3,3,7,14,4,5,12,21,23,2052336,223445,84,115
795,da6dbb08,50,11/1/2019,9/1/2023,2/1/2023,0,6,5,16,4,5,4,14,6,7,10,23,0,0,79376,0,126
796,cc2832ba,38,9/1/2019,4/1/2024,2/1/2023,3,4,20,29,4,3,8,18,6,5,12,23,31,2573589,652884,23,186
797,1d08e7c3,28,9/1/2019,6/1/2022,2/1/2023,1,2,12,17,4,4,5,14,6,4,8,18,22,1624128,437904,36,22
798,cd20229a,57,7/1/2022,5/1/2023,2/1/2023,2,0,12,18,4,3,5,16,5,3,10,18,19,697585,208751,54,76
799,a500afe1,57,7/1/2019,7/1/2023,2/1/2023,0,6,17,24,2,3,6,19,2,7,9,18,30,874560,147171,54,0
800,89a8cb39,42,6/1/2019,2/1/2024,2/1/2023,2,6,3,12,4,0,5,11,4,4,7,15,14,289884,66038,60,0
801,877de375,27,9/1/2021,10/1/2023,2/1/2023,1,6,15,23,3,0,4,13,4,2,10,16,30,2035950,524090,0,270
802,eed4e1bc,21,2/1/2021,3/1/2024,2/1/2023,0,2,4,11,4,6,7,18,6,7,7,20,12,983208,118830,20,36
803,a2d9fb74,48,10/1/2019,8/1/2022,2/1/2023,2,4,4,14,4,0,1,12,5,4,3,12,17,1153790,131345,24,119
804,01a4ff82,52,8/1/2021,8/1/2023,2/1/2023,0,1,4,6,4,1,0,6,6,4,0,10,7,523187,80133,30,35
805,17b72bab,54,5/1/2019,6/1/2023,2/1/2023,0,0,4,9,3,2,0,8,3,4,3,10,12,17472,5078,20,0
806,3e53c636,23,1/1/2023,1/1/2024,2/1/2023,2,5,0,11,1,4,4,10,2,5,6,13,12,627612,132898,13,108
807,b60f9ab3,37,10/1/2021,4/1/2022,2/1/2023,1,0,11,15,1,4,3,13,3,6,8,17,23,1669179,275122,34,92
808,62154055,53,5/1/2020,9/1/2023,2/1/2023,2,0,17,22,3,0,6,10,5,3,10,18,31,709125,128780,0,31
